Num,Name,Type_1,Attribute,Winning_Perc
250,Kingdra,Water,95,65
251,Phanpy,Ground,60,30
252,Donphan,Ground,120,35
253,Porygon2,Normal,90,49
254,Stantler,Normal,62,67
255,Smeargle,Normal,35,38
256,Tyrogue,Fighting,35,13
257,Hitmontop,Fighting,95,52
258,Smoochum,Ice,15,36
259,Elekid,Electric,37,81
260,Magby,Fire,37,62
261,Miltank,Normal,105,80
262,Blissey,Normal,10,31
263,Raikou,Electric,75,94
264,Entei,Fire,85,81
265,Suicune,Water,115,64
266,Larvitar,Rock,50,23
267,Pupitar,Rock,70,29
268,Tyranitar,Rock,110,41
269,Mega Tyranitar,Rock,150,56
270,Lugia,Psychic,130,87
271,Ho-oh,Fire,90,72
272,Celebi,Psychic,100,83
273,Treecko,Grass,35,45
274,Grovyle,Grass,45,72
275,Sceptile,Grass,65,93
276,Mega Sceptile,Grass,75,94
277,Torchic,Fire,40,28
278,Combusken,Fire,60,37
279,Blaziken,Fire,70,64
280,Mega Blaziken,Fire,80,85
281,Mudkip,Water,50,16
282,Marshtomp,Water,70,28
283,Swampert,Water,90,48
284,Mega Swampert,Water,110,59
285,Poochyena,Dark,35,24
286,Mightyena,Dark,70,64
287,Zigzagoon,Normal,41,29
288,Linoone,Normal,61,81
289,Wurmple,Bug,35,7
290,Silcoon,Bug,55,2
291,Beautifly,Bug,50,52
292,Cascoon,Bug,55,5
293,Dustox,Bug,70,40
294,Lotad,Water,30,8
295,Lombre,Water,50,28
296,Ludicolo,Water,70,56
297,Seedot,Grass,50,9
298,Nuzleaf,Grass,40,42
299,Shiftry,Grass,60,64
300,Taillow,Normal,30,69
301,Swellow,Normal,60,91
302,Wingull,Water,30,47
303,Pelipper,Water,100,48
304,Ralts,Psychic,25,16
305,Kirlia,Psychic,35,26
306,Gardevoir,Psychic,65,65
307,Mega Gardevoir,Psychic,65,81
308,Surskit,Bug,32,37
309,Masquerain,Bug,62,44
310,Shroomish,Grass,60,18
311,Breloom,Grass,80,52
312,Slakoth,Normal,60,11
313,Vigoroth,Normal,80,64
314,Slaking,Normal,100,89
315,Nincada,Bug,90,22
316,Ninjask,Bug,45,92
317,Shedinja,Bug,45,33
318,Whismur,Normal,23,11
319,Loudred,Normal,43,26
320,Exploud,Normal,63,51
321,Makuhita,Fighting,30,12
323,Azurill,Normal,40,10
324,Nosepass,Rock,135,9
325,Skitty,Normal,45,24
326,Delcatty,Normal,65,50
327,Sableye,Dark,75,40
328,Mega Sableye,Dark,125,43
329,Mawile,Steel,85,39
330,Mega Mawile,Steel,125,38
331,Aron,Steel,100,22
332,Lairon,Steel,140,25
333,Aggron,Steel,180,41
334,Mega Aggron,Steel,230,32
335,Meditite,Fighting,55,32
336,Medicham,Fighting,75,73
337,Mega Medicham,Fighting,85,70
338,Electrike,Electric,40,57
339,Manectric,Electric,60,88
340,Mega Manectric,Electric,80,92
341,Plusle,Electric,40,75
342,Minun,Electric,50,60
343,Volbeat,Bug,55,68
344,Illumise,Bug,55,65
345,Roselia,Grass,45,46
346,Gulpin,Poison,53,19
347,Swalot,Poison,83,37
348,Carvanha,Water,20,51
349,Sharpedo,Water,40,81
350,Mega Sharpedo,Water,70,95
351,Wailmer,Water,35,40
352,Wailord,Water,45,43
353,Numel,Fire,40,16
354,Camerupt,Fire,70,23
355,Mega Camerupt,Fire,100,28
356,Torkoal,Fire,140,27
357,Spoink,Psychic,35,31
358,Grumpig,Psychic,65,55
359,Spinda,Normal,60,38
360,Trapinch,Ground,45,29
361,Vibrava,Ground,50,56
362,Flygon,Ground,80,91
363,Cacnea,Grass,40,17
364,Cacturne,Grass,60,46
365,Swablu,Normal,60,29
366,Altaria,Dragon,90,66
367,Mega Altaria,Dragon,110,66
368,Zangoose,Normal,60,67
369,Seviper,Poison,60,43
370,Lunatone,Rock,65,53
371,Solrock,Rock,85,50
372,Barboach,Water,43,47
373,Whiscash,Water,73,33
374,Corphish,Water,65,14
375,Crawdaunt,Water,85,28
376,Baltoy,Ground,55,41
377,Claydol,Ground,105,60
378,Lileep,Rock,77,12
379,Cradily,Rock,97,20
380,Anorith,Rock,50,54
381,Armaldo,Rock,100,33
382,Feebas,Water,20,27
383,Milotic,Water,79,62
384,Castform,Normal,70,53
385,Kecleon,Normal,70,27
386,Shuppet,Ghost,35,26
387,Banette,Ghost,65,53
388,Mega Banette,Ghost,75,66
389,Duskull,Ghost,90,11
390,Dusclops,Ghost,130,17
391,Tropius,Grass,83,42
392,Chimecho,Psychic,70,43
393,Absol,Dark,60,69
394,Mega Absol,Dark,60,94
395,Wynaut,Psychic,48,5
396,Snorunt,Ice,50,31
397,Glalie,Ice,80,60
398,Mega Glalie,Ice,80,85
399,Spheal,Ice,50,6
400,Sealeo,Ice,70,24
401,Walrein,Ice,90,50
402,Clamperl,Water,85,20
403,Huntail,Water,105,36
404,Gorebyss,Water,105,29
405,Relicanth,Water,130,43
406,Luvdisc,Water,55,60
407,Bagon,Dragon,60,30
408,Shelgon,Dragon,100,35
409,Salamence,Dragon,80,82
410,Mega Salamence,Dragon,130,94
411,Beldum,Steel,80,15
412,Metang,Steel,100,31
413,Metagross,Steel,130,52
414,Mega Metagross,Steel,150,87
415,Regirock,Rock,200,35
416,Regice,Ice,100,24
417,Registeel,Steel,150,31
418,Latias,Dragon,90,87
420,Latios,Dragon,80,86
421,Mega Latios,Dragon,100,90
422,Kyogre,Water,90,72
423,Primal Kyogre,Water,90,73
424,Groudon,Ground,140,80
425,Primal Groudon,Ground,160,75
426,Rayquaza,Dragon,90,83
427,Mega Rayquaza,Dragon,100,95
428,Jirachi,Steel,100,88
429,Deoxys Normal Forme,Psychic,50,93
430,DeoxysAttack Forme,Psychic,20,90
431,Deoxys Defense Forme,Psychic,160,74
432,Deoxys Speed Forme,Psychic,90,92
433,Turtwig,Grass,64,12
434,Grotle,Grass,85,30
435,Torterra,Grass,105,35
436,Chimchar,Fire,44,42
437,Monferno,Fire,52,64
438,Infernape,Fire,71,91
439,Piplup,Water,53,14
440,Prinplup,Water,68,25
441,Empoleon,Water,88,46
442,Starly,Normal,30,44
443,Staravia,Normal,50,63
444,Staraptor,Normal,70,83
445,Bidoof,Normal,40,14
446,Bibarel,Normal,60,60
447,Kricketot,Bug,41,9
448,Kricketune,Bug,51,52
449,Shinx,Electric,34,26
450,Luxio,Electric,49,44
451,Luxray,Electric,79,58
452,Budew,Grass,35,28
453,Roserade,Grass,65,69
454,Cranidos,Rock,40,34
455,Rampardos,Rock,60,39
456,Shieldon,Rock,118,11
457,Bastiodon,Rock,168,20
458,Burmy,Bug,45,15
459,Wormadam Plant Cloak,Bug,85,17
460,Wormadam Sandy Cloak,Bug,105,17
461,Wormadam Trash Cloak,Bug,95,26
462,Mothim,Bug,50,48
463,Combee,Bug,42,42
464,Vespiquen,Bug,102,27
465,Pachirisu,Electric,70,73
466,Buizel,Water,35,61
467,Floatzel,Water,55,90
468,Cherubi,Grass,45,12
469,Cherrim,Grass,70,62
470,Shellos,Water,48,12
471,Gastrodon,Water,68,18
472,Ambipom,Normal,66,92
473,Drifloon,Ghost,34,63
474,Drifblim,Ghost,44,63
475,Buneary,Normal,44,69
476,Lopunny,Normal,84,90
477,Mega Lopunny,Normal,94,96
478,Mismagius,Ghost,60,85
480,Glameow,Normal,42,61
481,Purugly,Normal,64,93
482,Chingling,Psychic,50,14
483,Stunky,Poison,47,56
484,Skuntank,Poison,67,71
485,Bronzor,Steel,86,13
486,Bronzong,Steel,116,26
487,Bonsly,Rock,95,23
488,Mime Jr.,Psychic,45,31
489,Happiny,Normal,5,8
490,Chatot,Normal,45,74
491,Spiritomb,Ghost,108,25
492,Gible,Dragon,45,26
493,Gabite,Dragon,65,62
494,Garchomp,Dragon,95,76
495,Mega Garchomp,Dragon,115,71
496,Munchlax,Normal,40,69
497,Riolu,Fighting,40,39
498,Lucario,Fighting,70,75
499,Mega Lucario,Fighting,88,89
500,Hippopotas,Ground,78,24
501,Hippowdon,Ground,118,29
502,Skorupi,Poison,90,45
503,Drapion,Poison,110,73
504,Croagunk,Poison,40,25
505,Toxicroak,Poison,65,66
506,Carnivine,Grass,72,25
507,Finneon,Water,56,52
508,Lumineon,Water,76,66
509,Mantyke,Water,50,24
510,Snover,Grass,50,18
511,Abomasnow,Grass,75,50
512,Mega Abomasnow,Grass,105,42
513,Weavile,Dark,65,97
514,Magnezone,Electric,115,53
515,Lickilicky,Normal,95,27
516,Rhyperior,Ground,130,45
517,Tangrowth,Grass,125,38
518,Electivire,Electric,67,76
519,Magmortar,Fire,67,71
520,Togekiss,Fairy,95,58
521,Yanmega,Bug,86,80
522,Leafeon,Grass,130,83
523,Glaceon,Ice,110,48
524,Gliscor,Ground,125,83
525,Mamoswine,Ice,80,59
526,Porygon-Z,Normal,70,70
527,Gallade,Psychic,65,63
528,Mega Gallade,Psychic,95,86
529,Probopass,Rock,145,20
530,Dusknoir,Ghost,135,29
531,Froslass,Ice,70,66
532,Rotom,Electric,77,59
533,Heat Rotom,Electric,107,70
534,Wash Rotom,Electric,107,78
535,Frost Rotom,Electric,107,70
536,Fan Rotom,Electric,107,73
537,Mow Rotom,Electric,107,73
538,Uxie,Psychic,130,75
539,Mesprit,Psychic,105,59
540,Azelf,Psychic,70,90
541,Dialga,Steel,120,79
542,Palkia,Water,100,77
543,Heatran,Fire,106,65
544,Regigigas,Normal,110,86
545,Giratina Altered Forme,Ghost,120,67
546,Giratina Origin Forme,Ghost,100,66
547,Cresselia,Psychic,120,67
548,Phione,Water,80,56
549,Manaphy,Water,100,88
550,Darkrai,Dark,90,94
551,Shaymin Land Forme,Grass,100,86
552,Shaymin Sky Forme,Grass,75,94
553,Arceus,Normal,120,93
554,Victini,Psychic,100,88
555,Snivy,Grass,55,46
557,Serperior,Grass,95,90
558,Tepig,Fire,45,26
559,Pignite,Fire,55,38
560,Emboar,Fire,65,52
561,Oshawott,Water,45,25
562,Dewott,Water,60,39
563,Samurott,Water,85,57
564,Patrat,Normal,39,19
565,Watchog,Normal,69,52
566,Lillipup,Normal,45,29
567,Herdier,Normal,65,38
568,Stoutland,Normal,90,62
569,Purrloin,Dark,37,52
570,Liepard,Dark,50,91
571,Pansage,Grass,48,41
572,Simisage,Grass,63,81
573,Pansear,Fire,48,46
574,Simisear,Fire,63,89
575,Panpour,Water,48,36
576,Simipour,Water,63,85
577,Munna,Psychic,45,4
578,Musharna,Psychic,85,7
579,Pidove,Normal,50,29
580,Tranquill,Normal,62,48
581,Unfezant,Normal,80,78
582,Blitzle,Electric,32,59
583,Zebstrika,Electric,63,93
584,Roggenrola,Rock,85,19
585,Boldore,Rock,105,34
586,Gigalith,Rock,130,41
587,Woobat,Psychic,43,59
588,Swoobat,Psychic,55,89
589,Drilbur,Ground,40,64
590,Excadrill,Ground,60,77
591,Audino,Normal,86,35
592,Mega Audino,Normal,126,36
593,Timburr,Fighting,55,19
594,Gurdurr,Fighting,85,21
595,Conkeldurr,Fighting,95,30
596,Tympole,Water,40,46
597,Palpitoad,Water,55,44
598,Seismitoad,Water,75,57
599,Throh,Fighting,85,22
600,Sawk,Fighting,75,63
601,Sewaddle,Bug,70,26
602,Swadloon,Bug,90,21
603,Leavanny,Bug,80,79
604,Venipede,Bug,59,28
605,Whirlipede,Bug,99,26
606,Scolipede,Bug,89,93
607,Cottonee,Grass,60,36
608,Whimsicott,Grass,85,89
609,Petilil,Grass,50,16
610,Lilligant,Grass,75,72
611,Basculin,Water,65,81
612,Sandile,Ground,35,54
613,Krokorok,Ground,45,58
614,Krookodile,Ground,80,84
615,Darumaka,Fire,45,36
616,Darmanitan Standard Mode,Fire,55,82
617,Darmanitan Zen Mode,Fire,105,35
619,Dwebble,Bug,85,33
620,Crustle,Bug,125,34
621,Scraggy,Dark,70,29
622,Scrafty,Dark,115,50
623,Sigilyph,Psychic,80,72
624,Yamask,Ghost,85,21
625,Cofagrigus,Ghost,145,25
626,Tirtouga,Water,103,23
627,Carracosta,Water,133,32
628,Archen,Rock,45,56
629,Archeops,Rock,65,91
630,Trubbish,Poison,62,42
631,Garbodor,Poison,82,60
632,Zorua,Dark,40,50
633,Zoroark,Dark,60,88
634,Minccino,Normal,40,59
635,Cinccino,Normal,60,88
636,Gothita,Psychic,50,21
637,Gothorita,Psychic,70,30
638,Gothitelle,Psychic,95,49
639,Solosis,Psychic,40,3
640,Duosion,Psychic,50,7
641,Reuniclus,Psychic,75,15
642,Ducklett,Water,50,36
643,Swanna,Water,63,87
644,Vanillite,Ice,50,16
645,Vanillish,Ice,65,44
646,Vanilluxe,Ice,85,66
647,Deerling,Normal,50,59
648,Sawsbuck,Normal,70,74
649,Emolga,Electric,60,80
650,Karrablast,Bug,45,44
651,Escavalier,Bug,105,58
652,Foongus,Grass,45,12
653,Amoonguss,Grass,70,21
654,Frillish,Water,50,32
656,Alomomola,Water,80,52
657,Joltik,Bug,50,46
658,Galvantula,Bug,60,84
659,Ferroseed,Grass,91,20
660,Ferrothorn,Grass,131,45
661,Klink,Steel,70,11
662,Klang,Steel,95,22
663,Klinklang,Steel,115,76
664,Tynamo,Electric,40,36
665,Eelektrik,Electric,70,20
666,Eelektross,Electric,80,31
667,Elgyem,Psychic,55,13
668,Beheeyem,Psychic,75,16
669,Litwick,Ghost,55,14
670,Lampent,Ghost,60,42
671,Chandelure,Ghost,90,61
672,Axew,Dragon,60,38
673,Fraxure,Dragon,70,46
674,Haxorus,Dragon,90,83
675,Cubchoo,Ice,40,27
676,Beartic,Ice,80,37
677,Cryogonal,Ice,30,80
678,Shelmet,Bug,85,9
679,Accelgor,Bug,40,92
680,Stunfisk,Ground,84,20
681,Mienfoo,Fighting,50,51
682,Mienshao,Fighting,60,92
683,Druddigon,Dragon,90,28
684,Golett,Ground,50,31
685,Golurk,Ground,80,57
686,Pawniard,Dark,70,52
687,Bisharp,Dark,100,61
688,Bouffalant,Normal,95,40
689,Rufflet,Normal,50,34
690,Braviary,Normal,75,69
691,Vullaby,Dark,75,46
692,Mandibuzz,Dark,105,63
693,Heatmor,Fire,66,47
694,Durant,Bug,112,88
695,Deino,Dark,50,27
696,Zweilous,Dark,70,41
697,Hydreigon,Dark,90,82
698,Larvesta,Bug,55,42
699,Volcarona,Bug,65,75
700,Cobalion,Steel,129,91
701,Terrakion,Rock,90,85
702,Virizion,Grass,72,90
703,Tornadus Incarnate Forme,Flying,70,85
704,Tornadus Therian Forme,Flying,80,97
705,Thundurus Incarnate Forme,Electric,70,86
706,Thundurus Therian Forme,Electric,70,86
707,Reshiram,Dragon,100,73
708,Zekrom,Dragon,120,65
709,Landorus Incarnate Forme,Ground,90,87
710,Landorus Therian Forme,Ground,90,85
711,Kyurem,Dragon,90,77
712,Kyurem Black Kyurem,Dragon,100,77
713,Kyurem White Kyurem,Dragon,90,78
714,Keldeo Ordinary Forme,Water,90,86
715,Keldeo Resolute Forme,Water,90,89
716,Meloetta Aria Forme,Normal,77,69
717,Meloetta Pirouette Forme,Normal,90,96
718,Genesect,Bug,95,82
719,Chespin,Grass,65,18
720,Quilladin,Grass,95,40
721,Chesnaught,Grass,122,46
722,Fennekin,Fire,40,34
723,Braixen,Fire,58,58
724,Delphox,Fire,72,83
725,Froakie,Water,40,57
726,Frogadier,Water,52,77
727,Greninja,Water,67,96
728,Bunnelby,Normal,38,39
729,Diggersby,Normal,77,53
730,Fletchling,Normal,43,40
731,Fletchinder,Fire,55,72
732,Talonflame,Fire,71,91
733,Scatterbug,Bug,40,8
734,Spewpa,Bug,60,8
735,Vivillon,Bug,50,67
736,Litleo,Fire,58,44
737,Pyroar,Fire,72,81
738,Flabebe,Fairy,39,23
739,Floette,Fairy,47,40
740,Florges,Fairy,68,63
741,Skiddo,Grass,48,36
742,Gogoat,Grass,62,48
743,Pancham,Fighting,62,22
744,Pangoro,Fighting,78,37
745,Furfrou,Normal,60,86
746,Espurr,Psychic,54,52
747,Meowstic Male,Psychic,76,79
748,Meowstic Female,Psychic,76,73
749,Honedge,Steel,100,31
750,Doublade,Steel,150,33
751,Aegislash Blade Forme,Steel,50,50
752,Aegislash Shield Forme,Steel,150,52
753,Spritzee,Fairy,60,6
754,Aromatisse,Fairy,72,19
755,Swirlix,Fairy,66,34
756,Slurpuff,Fairy,86,62
757,Inkay,Dark,53,31
758,Malamar,Dark,88,68
759,Binacle,Rock,67,29
760,Barbaracle,Rock,115,51
761,Skrelp,Poison,60,11
762,Dragalge,Poison,90,20
763,Clauncher,Water,62,14
764,Clawitzer,Water,88,44
765,Helioptile,Electric,33,53
766,Heliolisk,Electric,52,78
767,Tyrunt,Rock,77,32
768,Tyrantrum,Rock,119,54
769,Amaura,Rock,50,23
770,Aurorus,Rock,72,46
771,Sylveon,Fairy,65,40
772,Hawlucha,Fighting,75,88
773,Dedenne,Electric,57,88
774,Carbink,Rock,150,26
775,Goomy,Dragon,35,21
776,Sliggoo,Dragon,53,45
777,Goodra,Dragon,70,60
778,Klefki,Steel,91,57
779,Phantump,Ghost,48,24
780,Trevenant,Ghost,76,39
781,Pumpkaboo Average Size,Ghost,70,43
783,Pumpkaboo Large Size,Ghost,70,42
784,Pumpkaboo Super Size,Ghost,70,25
785,Gourgeist Average Size,Ghost,122,72
786,Gourgeist Small Size,Ghost,122,81
787,Gourgeist Large Size,Ghost,122,57
788,Gourgeist Super Size,Ghost,122,39
789,Bergmite,Ice,85,9
790,Avalugg,Ice,184,30
791,Noibat,Flying,35,31
792,Noivern,Flying,80,93
793,Xerneas,Fairy,95,83
794,Yveltal,Dark,95,81
795,Zygarde Half Forme,Dragon,121,75
796,Diancie,Rock,150,37
797,Mega Diancie,Rock,110,89
798,Hoopa Confined,Psychic,60,50
799,Hoopa Unbound,Psychic,60,62
800,Volcanion,Fire,120,62
